,SH,Category,Weight,Filling start,Alt filling start,Filling end,Pickup,Plate,Arrival,Unload,trip_id
364,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14460kg,2021-03-22T12:30:00Z,,2021-03-22T14:21:00Z,2021-03-22T14:28:00Z,JJV-660,2021-03-22T14:29:00Z,2021-03-22T16:56:00Z,206.0
365,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13960kg,2021-03-22T08:16:00Z,,2021-03-22T10:28:00Z,2021-03-22T14:29:00Z,JJV-660,2021-03-22T14:29:00Z,2021-03-22T17:09:00Z,207.0
366,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14460kg,2021-03-22T10:36:00Z,,2021-03-22T12:23:00Z,2021-03-22T14:29:00Z,JJV-660,2021-03-22T14:29:00Z,2021-03-22T16:52:00Z,208.0
367,HK Scan Rauma,Sekatuote siipikarja luokka 3,12940kg,2021-03-22T13:15:00Z,,2021-03-22T16:38:00Z,2021-03-22T19:26:00Z,VZR-635,2021-03-22T22:01:00Z,2021-03-22T22:39:00Z,209.0
368,HK Scan Rauma,Sekatuote siipikarja luokka 3,14380kg,2021-03-22T14:30:00Z,,2021-03-22T18:01:00Z,2021-03-22T19:26:00Z,VZR-635,2021-03-22T21:37:00Z,2021-03-22T22:38:00Z,209.0
369,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",14560kg,2021-03-22T04:16:00Z,,2021-03-22T19:48:00Z,2021-03-22T20:41:00Z,JJV-660,2021-03-22T22:34:00Z,2021-03-22T22:44:00Z,210.0
370,HK Scan Rauma,Sekatuote siipikarja luokka 3,13600kg,2021-03-22T16:38:00Z,,2021-03-22T20:54:00Z,2021-03-23T01:07:00Z,VZR-635,2021-03-23T03:15:00Z,2021-03-23T04:33:00Z,211.0
371,HK Scan Rauma,Sekatuote siipikarja luokka 3,16520kg,2021-03-22T19:35:00Z,,2021-03-22T23:16:00Z,2021-03-23T08:24:00Z,JJV-660,2021-03-23T10:11:00Z,2021-03-23T10:19:00Z,212.0
372,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14240kg,2021-03-22T17:45:00Z,,2021-03-22T19:17:00Z,2021-03-23T08:31:00Z,IMV-333,2021-03-23T08:31:00Z,2021-03-23T11:59:00Z,213.0
373,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14860kg,2021-03-22T05:16:00Z,,2021-03-22T05:16:00Z,2021-03-23T08:33:00Z,IMV-333,2021-03-23T08:31:00Z,2021-03-23T12:00:00Z,214.0
374,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13540kg,2021-03-23T07:01:00Z,,2021-03-23T09:21:00Z,2021-03-23T09:32:00Z,TLY-876,2021-03-23T11:23:00Z,2021-03-23T11:52:00Z,215.0
375,HK Scan Rauma,Sekatuote siipikarja luokka 3,15080kg,2021-03-23T06:01:00Z,,2021-03-23T10:10:00Z,2021-03-23T13:47:00Z,JJV-660,2021-03-23T15:51:00Z,2021-03-23T16:29:00Z,216.0
376,HK Scan Rauma,Sekatuote siipikarja luokka 3,14000kg,2021-03-23T12:03:00Z,,2021-03-23T12:19:00Z,2021-03-23T13:47:00Z,JJV-660,2021-03-23T15:51:00Z,2021-03-23T16:07:00Z,216.0
377,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",14980kg,2021-03-23T06:02:00Z,,2021-03-23T20:03:00Z,2021-03-23T21:20:00Z,JJV-660,2021-03-23T15:51:00Z,2021-03-23T23:36:00Z,217.0
378,HK Scan Rauma,Sekatuote siipikarja luokka 3,13860kg,2021-03-23T15:46:00Z,,2021-03-23T18:44:00Z,2021-03-23T21:37:00Z,JJV-660,2021-03-23T15:51:00Z,2021-03-23T23:56:00Z,218.0
379,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14120kg,2021-03-23T16:56:00Z,,2021-03-23T18:41:00Z,2021-03-24T08:52:00Z,IMV-333,2021-03-24T11:03:00Z,2021-03-24T13:08:00Z,219.0
380,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13900kg,2021-03-23T18:41:00Z,,2021-03-24T06:20:00Z,2021-03-24T08:53:00Z,IMV-333,2021-03-24T11:03:00Z,2021-03-24T13:09:00Z,219.0
381,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13480kg,2021-03-23T07:02:00Z,,2021-03-24T06:20:00Z,2021-03-24T08:55:00Z,IMV-333,2021-03-24T11:03:00Z,2021-03-24T13:09:00Z,219.0
382,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14100kg,2021-03-24T12:49:00Z,,2021-03-24T14:33:00Z,2021-03-24T16:50:00Z,UBI-130,2021-03-24T19:02:00Z,2021-03-24T22:01:00Z,220.0
383,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14540kg,2021-03-24T10:56:00Z,,2021-03-24T12:42:00Z,2021-03-24T16:51:00Z,UBI-130,2021-03-24T19:16:00Z,2021-03-24T22:02:00Z,220.0
384,HK Scan Rauma,Sekatuote siipikarja luokka 3,15200kg,2021-03-24T12:33:00Z,,2021-03-24T15:40:00Z,2021-03-24T20:05:00Z,NLZ-735,2021-03-24T22:31:00Z,2021-03-25T00:11:00Z,221.0
385,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13740kg,2021-03-25T09:17:00Z,,2021-03-25T12:29:00Z,2021-03-25T12:27:00Z,JJV-660,2021-03-25T15:20:00Z,2021-03-25T15:32:00Z,222.0
386,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13340kg,2021-03-24T20:00:00Z,,2021-03-25T08:51:00Z,2021-03-25T12:37:00Z,JJV-660,2021-03-25T15:20:00Z,2021-03-25T15:32:00Z,222.0
387,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,16300kg,2021-03-24T08:18:00Z,,2021-03-24T18:35:00Z,2021-03-25T12:37:00Z,JJV-660,2021-03-25T15:20:00Z,2021-03-25T15:58:00Z,222.0
388,HK Scan Rauma,Sekatuote siipikarja luokka 3,14200kg,2021-03-25T13:35:00Z,,2021-03-25T16:01:00Z,2021-03-25T18:14:00Z,LOH-244,2021-03-25T20:44:00Z,2021-03-25T20:46:00Z,223.0
389,HK Scan Rauma,Sekatuote siipikarja luokka 3,13000kg,2021-03-25T11:06:00Z,,2021-03-25T14:36:00Z,2021-03-25T18:14:00Z,LOH-244,2021-03-25T20:55:00Z,2021-03-25T20:56:00Z,223.0
390,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13340kg,2021-03-25T17:48:00Z,,2021-03-25T19:06:00Z,2021-03-26T08:46:00Z,IMV-333,2021-03-26T11:27:00Z,2021-03-26T12:25:00Z,224.0
391,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13660kg,2021-03-25T19:07:00Z,,2021-03-26T07:33:00Z,2021-03-26T08:47:00Z,IMV-333,2021-03-26T11:27:00Z,2021-03-26T12:25:00Z,224.0
392,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13180kg,2021-03-25T12:37:00Z,,2021-03-26T07:33:00Z,2021-03-26T08:48:00Z,IMV-333,2021-03-26T11:27:00Z,2021-03-26T12:26:00Z,224.0
393,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14140kg,2021-03-25T14:18:00Z,,2021-03-25T15:52:00Z,2021-03-26T10:57:00Z,NLZ-735,2021-03-26T14:26:00Z,2021-03-26T14:48:00Z,225.0
394,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13400kg,2021-03-25T15:53:00Z,,2021-03-25T17:48:00Z,2021-03-26T10:57:00Z,NLZ-735,2021-03-26T12:51:00Z,2021-03-26T14:48:00Z,225.0
395,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14280kg,2021-03-26T11:30:00Z,,2021-03-26T13:22:00Z,2021-03-26T17:33:00Z,JJV-660,2021-03-26T19:39:00Z,2021-03-26T20:49:00Z,226.0
396,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13980kg,2021-03-26T13:22:00Z,,2021-03-26T15:06:00Z,2021-03-26T17:34:00Z,JJV-660,2021-03-26T20:26:00Z,2021-03-26T20:50:00Z,226.0
397,HK Scan Rauma,Sekatuote siipikarja luokka 3,13140kg,2021-03-26T13:41:00Z,,2021-03-26T16:40:00Z,2021-03-26T18:30:00Z,LOH-244,2021-03-26T20:58:00Z,2021-03-26T20:58:00Z,227.0
398,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14140kg,2021-03-26T15:06:00Z,,2021-03-26T16:45:00Z,2021-03-27T06:57:00Z,JJV-660,2021-03-27T09:16:00Z,2021-03-27T10:12:00Z,228.0
399,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14520kg,2021-03-26T16:46:00Z,,2021-03-26T18:32:00Z,2021-03-27T06:59:00Z,JJV-660,2021-03-27T09:32:00Z,2021-03-27T10:14:00Z,228.0
400,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13420kg,2021-03-26T18:32:00Z,,2021-03-27T05:24:00Z,2021-03-27T06:59:00Z,JJV-660,2021-03-27T09:00:00Z,2021-03-27T10:13:00Z,228.0
401,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13980kg,2021-03-27T05:32:00Z,,2021-03-27T09:14:00Z,2021-03-27T10:03:00Z,TLY-876,2021-03-27T12:17:00Z,2021-03-27T13:31:00Z,229.0
402,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,15400kg,2021-03-26T07:33:00Z,,2021-03-27T09:14:00Z,2021-03-27T10:04:00Z,TLY-876,2021-03-27T12:42:00Z,2021-03-27T13:32:00Z,229.0
403,HK Scan Rauma,Sekatuote siipikarja luokka 3,14500kg,2021-03-27T08:10:00Z,,2021-03-27T12:35:00Z,2021-03-27T15:41:00Z,TLY-876,2021-03-27T17:40:00Z,2021-03-27T19:15:00Z,230.0
404,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14080kg,2021-03-27T09:21:00Z,,2021-03-27T11:08:00Z,2021-03-27T16:08:00Z,LOH-244,2021-03-27T18:31:00Z,2021-03-27T18:28:00Z,231.0
405,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13600kg,2021-03-27T11:11:00Z,,2021-03-27T12:48:00Z,2021-03-27T16:08:00Z,LOH-244,2021-03-27T18:18:00Z,2021-03-27T18:17:00Z,231.0
406,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14080kg,2021-03-27T15:05:00Z,2021-03-29T05:00:00Z,2021-03-29T09:02:00Z,2021-03-29T09:33:00Z,IMV-333,2021-03-29T09:32:00Z,2021-03-29T13:21:00Z,232.0
407,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13400kg,2021-03-27T09:22:00Z,2021-03-29T05:00:00Z,2021-03-29T09:02:00Z,2021-03-29T09:33:00Z,IMV-333,2021-03-29T09:32:00Z,2021-03-29T13:21:00Z,233.0
408,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14140kg,2021-03-29T14:39:00Z,,2021-03-29T16:25:00Z,2021-03-29T16:52:00Z,UBI-130,2021-03-29T19:27:00Z,2021-03-29T20:08:00Z,234.0
409,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13960kg,2021-03-29T12:45:00Z,,2021-03-29T14:39:00Z,2021-03-29T16:52:00Z,UBI-130,2021-03-29T19:12:00Z,2021-03-29T20:07:00Z,234.0
410,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13900kg,2021-03-29T18:07:00Z,,2021-03-30T07:02:00Z,2021-03-30T08:28:00Z,IMV-333,2021-03-30T11:10:00Z,2021-03-30T12:09:00Z,235.0
411,HK Scan Rauma,Sekatuote siipikarja luokka 3,13620kg,2021-03-30T15:31:00Z,,2021-03-30T18:58:00Z,2021-03-30T21:41:00Z,NLZ-735,2021-03-30T21:26:00Z,2021-03-31T00:12:00Z,236.0
412,HK Scan Rauma,Sekatuote siipikarja luokka 3,14720kg,2021-03-31T03:54:00Z,2021-03-31T04:00:00Z,2021-03-31T08:31:00Z,2021-03-31T12:39:00Z,NLZ-735,2021-03-31T14:57:00Z,2021-03-31T16:05:00Z,237.0
413,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13920kg,2021-03-31T09:46:00Z,,2021-03-31T11:44:00Z,2021-03-31T15:25:00Z,VZR-635,2021-03-31T17:40:00Z,2021-03-31T17:48:00Z,238.0
414,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13540kg,2021-03-31T07:30:00Z,,2021-03-31T09:39:00Z,2021-03-31T15:25:00Z,VZR-635,2021-03-31T17:40:00Z,2021-03-31T17:45:00Z,238.0
415,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14120kg,2021-03-31T11:52:00Z,,2021-03-31T13:43:00Z,2021-03-31T15:25:00Z,VZR-635,2021-03-31T17:40:00Z,2021-03-31T17:45:00Z,238.0
416,HK Scan Rauma,Sekatuote siipikarja luokka 3,13240kg,2021-03-31T10:24:00Z,,2021-03-31T14:00:00Z,2021-03-31T16:18:00Z,LOH-244,2021-03-31T18:29:00Z,2021-03-31T18:24:00Z,239.0
417,HK Scan Rauma,Sekatuote siipikarja luokka 3,14520kg,2021-03-31T13:12:00Z,,2021-03-31T15:50:00Z,2021-03-31T16:18:00Z,LOH-244,2021-03-31T18:20:00Z,2021-03-31T18:19:00Z,239.0
418,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13460kg,2021-03-31T13:43:00Z,,2021-03-31T15:37:00Z,2021-03-31T16:28:00Z,UBI-130,2021-03-31T18:35:00Z,2021-04-01T11:00:00Z,240.0
419,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",7760kg,2021-03-31T04:01:00Z,,2021-03-31T12:45:00Z,2021-03-31T20:39:00Z,VZR-635,2021-03-31T17:40:00Z,2021-03-31T23:29:00Z,241.0
420,HK Scan Rauma,Sekatuote siipikarja luokka 3,14240kg,2021-03-31T15:56:00Z,,2021-03-31T20:05:00Z,2021-03-31T20:39:00Z,VZR-635,2021-03-31T17:40:00Z,2021-03-31T23:14:00Z,242.0
421,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",11020kg,2021-03-31T13:01:00Z,,2021-03-31T19:42:00Z,2021-04-01T02:10:00Z,VZR-635,2021-04-01T03:58:00Z,2021-04-01T04:28:00Z,243.0
422,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,15000kg,2021-03-31T15:37:00Z,,2021-03-31T17:24:00Z,2021-04-01T08:23:00Z,IMV-333,2021-04-06T23:18:00Z,2021-04-01T12:02:00Z,244.0
423,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14740kg,2021-04-01T06:19:00Z,,2021-04-01T09:49:00Z,2021-04-01T11:04:00Z,UBI-130,2021-04-01T14:04:00Z,2021-04-01T14:40:00Z,245.0
424,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14300kg,2021-03-31T07:30:00Z,,2021-04-01T09:49:00Z,2021-04-01T11:05:00Z,UBI-130,2021-04-01T13:49:00Z,2021-04-01T14:41:00Z,245.0
425,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14780kg,2021-04-01T14:01:00Z,,2021-04-01T16:03:00Z,2021-04-01T16:35:00Z,LOH-244,2021-04-01T19:08:00Z,2021-04-01T19:48:00Z,246.0
426,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14760kg,2021-04-01T09:54:00Z,,2021-04-01T11:55:00Z,2021-04-01T16:36:00Z,LOH-244,2021-04-01T19:34:00Z,2021-04-01T19:50:00Z,246.0
427,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13160kg,2021-04-01T12:03:00Z,,2021-04-01T14:01:00Z,2021-04-01T16:36:00Z,LOH-244,2021-04-01T19:18:00Z,2021-04-01T19:49:00Z,246.0
428,HK Scan Rauma,Sekatuote siipikarja luokka 3,14200kg,2021-04-01T08:23:00Z,,2021-04-01T19:02:00Z,2021-04-01T16:44:00Z,VZR-635,2021-04-01T18:38:00Z,2021-04-01T18:38:00Z,247.0
429,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",7820kg,2021-04-01T03:54:00Z,2021-04-01T04:00:00Z,2021-04-01T12:24:00Z,2021-04-01T16:45:00Z,VZR-635,2021-04-01T18:51:00Z,2021-04-01T18:49:00Z,247.0
430,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13280kg,2021-04-06T05:12:00Z,,2021-04-06T08:33:00Z,2021-04-06T08:48:00Z,IMV-333,2021-04-06T11:06:00Z,2021-04-06T11:24:00Z,248.0
431,HK Scan Rauma,Sekatuote siipikarja luokka 3,14360kg,2021-04-06T04:04:00Z,,2021-04-06T08:05:00Z,2021-04-06T14:54:00Z,NLZ-735,2021-04-06T17:26:00Z,2021-04-06T19:27:00Z,249.0
432,HK Scan Rauma,Sekatuote siipikarja luokka 3,14340kg,2021-04-06T08:05:00Z,,2021-04-06T10:43:00Z,2021-04-06T14:55:00Z,NLZ-735,2021-04-06T17:26:00Z,2021-04-06T19:27:00Z,249.0
433,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14040kg,2021-04-06T14:25:00Z,,2021-04-06T16:22:00Z,2021-04-06T21:17:00Z,JJV-660,2021-04-06T23:18:00Z,2021-04-06T23:25:00Z,250.0
434,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13560kg,2021-04-06T17:58:00Z,,2021-04-06T19:35:00Z,2021-04-06T21:17:00Z,JJV-660,2021-04-06T23:18:00Z,2021-04-06T23:43:00Z,250.0
435,HK Scan Rauma,Sekatuote siipikarja luokka 3,14140kg,2021-04-07T10:22:00Z,,2021-04-07T12:49:00Z,2021-04-07T15:16:00Z,JJV-660,2021-04-07T15:02:00Z,2021-04-07T17:31:00Z,251.0
436,HK Scan Rauma,Sekatuote siipikarja luokka 3,13480kg,2021-04-07T05:36:00Z,,2021-04-07T10:07:00Z,2021-04-07T15:16:00Z,JJV-660,2021-04-07T15:02:00Z,2021-04-07T17:16:00Z,252.0
437,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",9520kg,2021-04-07T03:52:00Z,2021-04-07T04:00:00Z,2021-04-07T12:33:00Z,2021-04-07T17:15:00Z,NLZ-735,2021-04-07T19:32:00Z,2021-04-07T20:23:00Z,253.0
438,HK Scan Rauma,Sekatuote siipikarja luokka 3,13020kg,2021-04-07T10:22:00Z,,2021-04-07T14:18:00Z,2021-04-07T17:20:00Z,NLZ-735,2021-04-07T19:13:00Z,2021-04-07T20:22:00Z,253.0
439,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12740kg,2021-04-07T14:35:00Z,,2021-04-07T15:54:00Z,2021-04-07T17:44:00Z,LOH-244,2021-04-07T20:01:00Z,2021-04-07T20:23:00Z,254.0
440,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14020kg,2021-04-07T12:20:00Z,,2021-04-07T14:35:00Z,2021-04-07T17:44:00Z,LOH-244,2021-04-07T19:50:00Z,2021-04-07T20:23:00Z,254.0
441,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12960kg,2021-04-07T15:54:00Z,,2021-04-07T17:45:00Z,2021-04-07T17:44:00Z,LOH-244,2021-04-07T20:11:00Z,2021-04-07T20:24:00Z,254.0
442,HK Scan Rauma,Sekatuote siipikarja luokka 3,13400kg,2021-04-07T14:18:00Z,,2021-04-07T17:24:00Z,2021-04-07T21:32:00Z,JJV-660,2021-04-08T00:15:00Z,2021-04-08T00:31:00Z,255.0
443,HK Scan Rauma,Sekatuote siipikarja luokka 3,13300kg,2021-04-07T12:49:00Z,,2021-04-07T17:02:00Z,2021-04-07T21:32:00Z,JJV-660,2021-04-08T00:15:00Z,2021-04-08T00:36:00Z,255.0
444,HK Scan Rauma,Sekatuote siipikarja luokka 3,13240kg,2021-04-07T17:04:00Z,,2021-04-07T19:58:00Z,2021-04-07T23:02:00Z,NLZ-735,2021-04-08T01:47:00Z,2021-04-08T03:03:00Z,256.0
445,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",11660kg,2021-04-07T12:33:00Z,,2021-04-07T22:04:00Z,2021-04-07T23:03:00Z,NLZ-735,2021-04-08T01:47:00Z,2021-04-08T03:04:00Z,256.0
446,HK Scan Rauma,Sekatuote siipikarja luokka 3,12900kg,2021-04-07T18:03:00Z,,2021-04-07T23:35:00Z,2021-04-08T10:22:00Z,LOH-244,2021-04-08T12:38:00Z,2021-04-08T12:38:00Z,257.0
447,HK Scan Rauma,Sekatuote siipikarja luokka 3,13280kg,2021-04-07T22:13:00Z,,2021-04-08T06:39:00Z,2021-04-08T10:22:00Z,LOH-244,2021-04-08T12:47:00Z,2021-04-08T12:48:00Z,257.0
448,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14420kg,2021-04-08T11:24:00Z,,2021-04-08T13:10:00Z,2021-04-08T15:36:00Z,NLZ-735,2021-04-08T17:33:00Z,2021-04-08T19:21:00Z,258.0
449,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13520kg,2021-04-08T13:10:00Z,,2021-04-08T14:50:00Z,2021-04-08T15:36:00Z,NLZ-735,2021-04-08T17:33:00Z,2021-04-08T19:21:00Z,258.0
450,HK Scan Rauma,Sekatuote siipikarja luokka 3,13180kg,2021-04-08T10:13:00Z,,2021-04-08T13:57:00Z,2021-04-08T15:42:00Z,LOH-244,2021-04-08T17:42:00Z,2021-04-08T17:42:00Z,259.0
451,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,15320kg,2021-04-09T06:40:00Z,,2021-04-09T09:07:00Z,2021-04-09T08:42:00Z,IMV-333,2021-04-09T08:27:00Z,2021-04-09T11:14:00Z,260.0
452,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14060kg,2021-04-08T18:21:00Z,,2021-04-09T06:34:00Z,2021-04-09T08:43:00Z,IMV-333,2021-04-09T08:27:00Z,2021-04-09T11:43:00Z,261.0
453,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14100kg,2021-04-08T11:24:00Z,,2021-04-09T06:34:00Z,2021-04-09T08:43:00Z,IMV-333,2021-04-09T08:27:00Z,2021-04-09T11:22:00Z,262.0
454,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13380kg,2021-04-09T16:09:00Z,,2021-04-09T17:52:00Z,2021-04-09T18:36:00Z,LOH-244,2021-04-09T21:15:00Z,2021-04-09T21:15:00Z,263.0
455,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13920kg,2021-04-09T14:19:00Z,,2021-04-09T16:09:00Z,2021-04-09T18:36:00Z,LOH-244,2021-04-09T21:06:00Z,2021-04-09T20:58:00Z,263.0
456,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14880kg,2021-04-12T04:54:00Z,2021-04-12T05:00:00Z,2021-04-12T07:44:00Z,2021-04-12T09:46:00Z,IMV-333,2021-04-12T09:32:00Z,2021-04-12T13:38:00Z,264.0
457,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,15840kg,2021-04-12T07:52:00Z,,2021-04-12T09:56:00Z,2021-04-12T09:59:00Z,IMV-333,2021-04-12T09:32:00Z,2021-04-12T13:39:00Z,265.0
458,HK Scan Rauma,Sekatuote siipikarja luokka 3,14660kg,2021-04-12T04:17:00Z,,2021-04-12T09:23:00Z,2021-04-12T11:30:00Z,LOH-244,2021-04-12T13:25:00Z,2021-04-12T13:29:00Z,266.0
459,HK Scan Rauma,Sekatuote siipikarja luokka 3,15300kg,2021-04-12T04:14:00Z,,2021-04-12T10:26:00Z,2021-04-12T11:30:00Z,LOH-244,2021-04-12T13:25:00Z,2021-04-12T14:21:00Z,266.0
460,HK Scan Rauma,Sekatuote siipikarja luokka 3,13340kg,2021-04-12T09:23:00Z,,2021-04-12T12:54:00Z,2021-04-12T17:14:00Z,LOH-244,2021-04-12T19:09:00Z,2021-04-12T19:31:00Z,267.0
461,HK Scan Rauma,Sekatuote siipikarja luokka 3,14180kg,2021-04-12T10:26:00Z,,2021-04-12T15:30:00Z,2021-04-12T17:14:00Z,LOH-244,2021-04-12T19:09:00Z,2021-04-12T19:59:00Z,267.0
462,HK Scan Rauma,Sekatuote siipikarja luokka 3,14040kg,2021-04-13T06:20:00Z,,2021-04-13T10:22:00Z,2021-04-13T10:28:00Z,LOH-244,2021-04-13T12:39:00Z,2021-04-13T12:39:00Z,268.0
463,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14500kg,2021-04-12T20:15:00Z,,2021-04-13T06:14:00Z,2021-04-13T12:36:00Z,JJV-660,2021-04-13T15:14:00Z,2021-04-13T15:23:00Z,269.0
464,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13860kg,2021-04-12T13:41:00Z,,2021-04-12T15:21:00Z,2021-04-13T12:36:00Z,JJV-660,2021-04-13T15:14:00Z,2021-04-13T15:38:00Z,269.0
465,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13480kg,2021-04-13T06:21:00Z,,2021-04-13T09:05:00Z,2021-04-13T15:13:00Z,VZR-635,2021-04-13T17:45:00Z,2021-04-13T18:43:00Z,270.0
466,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14140kg,2021-04-13T11:19:00Z,,2021-04-13T13:21:00Z,2021-04-13T15:14:00Z,VZR-635,2021-04-13T18:23:00Z,2021-04-13T18:44:00Z,270.0
467,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14740kg,2021-04-13T09:12:00Z,,2021-04-13T11:12:00Z,2021-04-13T15:14:00Z,VZR-635,2021-04-13T18:07:00Z,2021-04-13T18:44:00Z,270.0
468,HK Scan Rauma,Sekatuote siipikarja luokka 3,12760kg,2021-04-13T10:23:00Z,,2021-04-13T13:58:00Z,2021-04-13T16:32:00Z,LOH-244,2021-04-13T18:51:00Z,2021-04-13T18:50:00Z,271.0
469,HK Scan Rauma,Sekatuote siipikarja luokka 3,14540kg,2021-04-13T09:05:00Z,,2021-04-13T12:38:00Z,2021-04-13T16:32:00Z,LOH-244,2021-04-13T18:30:00Z,2021-04-13T18:31:00Z,271.0
470,HK Scan Rauma,Sekatuote siipikarja luokka 3,14500kg,2021-04-13T12:38:00Z,,2021-04-13T18:36:00Z,2021-04-13T18:57:00Z,JJV-660,2021-04-13T15:14:00Z,2021-04-13T20:56:00Z,272.0
471,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",7720kg,2021-04-13T03:38:00Z,2021-04-13T04:00:00Z,2021-04-13T11:18:00Z,2021-04-13T18:57:00Z,JJV-660,2021-04-13T15:14:00Z,2021-04-13T21:26:00Z,273.0
472,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13560kg,2021-04-13T17:16:00Z,,2021-04-13T19:11:00Z,2021-04-13T21:11:00Z,VZR-635,2021-04-13T23:34:00Z,2021-04-14T00:31:00Z,274.0
473,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13200kg,2021-04-13T13:21:00Z,,2021-04-13T15:26:00Z,2021-04-13T21:11:00Z,VZR-635,2021-04-13T23:14:00Z,2021-04-14T00:31:00Z,274.0
474,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13100kg,2021-04-13T15:26:00Z,,2021-04-13T17:16:00Z,2021-04-13T21:12:00Z,VZR-635,2021-04-13T23:56:00Z,2021-04-14T00:32:00Z,274.0
475,HK Scan Rauma,Sekatuote siipikarja luokka 3,14260kg,2021-04-13T18:38:00Z,,2021-04-14T06:46:00Z,2021-04-14T07:51:00Z,LOH-244,2021-04-14T10:06:00Z,2021-04-14T10:11:00Z,275.0
